genus,prop_endemic,species_number,nz,nc,ng,wcvp,indo2,prop_aus,n,ala,rowsums,current_knowledge
Leptoceras,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,2395,FALSE,0,endemic
Leptochloa,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,0.8584169453734671,897,TRUE,5,non-endemic
Leptomeria,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,1,6795,FALSE,0,endemic
Leptopteris,1,2,TRUE,TRUE,FALSE,TRUE,TRUE,0.18657817109144542,1356,TRUE,5,non-endemic
Leptorhynchos,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,1,15619,FALSE,0,endemic
Leptosema,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,1,1855,FALSE,0,endemic
Leptostigma,1,2,TRUE,FALSE,FALSE,TRUE,FALSE,0.8715251690458302,1331,TRUE,3,non-endemic
Lepyrodia,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,1,10926,FALSE,0,endemic
Lethedon,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,0.8527131782945736,129,TRUE,3,non-endemic
Leucochrysum,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,6848,FALSE,0,endemic
Leucophyta,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9990601503759399,2128,FALSE,0,endemic
Levenhookia,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,1,4295,FALSE,0,endemic
Lilaeopsis,1,2,TRUE,FALSE,FALSE,TRUE,TRUE,0.8545929473225947,2297,TRUE,4,non-endemic
Limonium,1,2,FALSE,TRUE,TRUE,TRUE,TRUE,0.8767371601208459,3310,TRUE,5,non-endemic
Lindernia,1,42,FALSE,TRUE,TRUE,TRUE,TRUE,0.9782276546982429,2618,TRUE,5,non-endemic
Linospadix,1,5,FALSE,FALSE,FALSE,TRUE,TRUE,0.987888198757764,3220,TRUE,3,non-endemic
Linum,1,2,TRUE,FALSE,TRUE,TRUE,FALSE,0.928754735427105,8183,TRUE,4,non-endemic
Lissanthe,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,13298,FALSE,0,endemic
Logania,1,22,TRUE,FALSE,FALSE,TRUE,FALSE,0.9995121157911856,6149,FALSE,2,non-endemic
Lomatia,1,9,FALSE,FALSE,FALSE,TRUE,FALSE,0.9990174059517125,28496,FALSE,1,unclear
Lophopetalum,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.868421052631579,190,TRUE,3,non-endemic
Lordhowea,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,268,FALSE,0,endemic
Loxocarya,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,603,FALSE,0,endemic
Luisia,1,2,FALSE,TRUE,FALSE,TRUE,TRUE,0.8387096774193549,62,TRUE,4,non-endemic
Lycium,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,0.9981744336976092,119415,FALSE,4,non-endemic
Lycopus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.9928876244665719,1406,FALSE,1,unclear
Lyginia,1,3,FALSE,FALSE,FALSE,TRUE,FALSE,1,1496,FALSE,1,unclear
Lyperanthus,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.9988459319099827,1733,FALSE,0,endemic
Lysiana,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,1,8388,FALSE,0,endemic
Lysicarpus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,631,FALSE,0,endemic
Lysinema,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,0.9995535714285714,2240,FALSE,0,endemic
Lysiosepalum,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,283,FALSE,0,endemic
Macarthuria,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,966,FALSE,0,endemic
Macgregoria,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,247,FALSE,0,endemic
Macropidia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,149,FALSE,0,endemic
Macropteranthes,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,925,FALSE,0,endemic
Macrozamia,1,41,FALSE,FALSE,FALSE,FALSE,FALSE,0.9994625100779361,11163,FALSE,0,endemic
Malaccotristicha,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9777777777777777,45,TRUE,1,unclear
Malacocera,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.9992625368731564,1356,FALSE,0,endemic
Malleostemon,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,1,905,FALSE,0,endemic
Malva,1,2,TRUE,FALSE,TRUE,TRUE,TRUE,0.9348708093102712,14049,TRUE,5,non-endemic
Malvastrum,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.983787090853472,6538,TRUE,4,non-endemic
Marianthus,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,1,2282,FALSE,0,endemic
Maundia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,11197,FALSE,0,endemic
Medinilla,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.16923076923076924,520,TRUE,3,non-endemic
Megahertzia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,67,FALSE,0,endemic
Meionectes,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,434,FALSE,0,endemic
Melanostachya,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,84,FALSE,0,endemic
Melichrus,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,15646,FALSE,0,endemic
Menkea,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,978,FALSE,0,endemic
Mentha,1,6,TRUE,FALSE,TRUE,TRUE,TRUE,0.9397400185701021,10770,TRUE,5,non-endemic
Meryta,1,2,TRUE,TRUE,FALSE,TRUE,TRUE,0.20748299319727892,294,TRUE,5,non-endemic
Mesomelaena,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,2268,FALSE,0,endemic
Mesua,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.5495495495495496,111,TRUE,3,non-endemic
Metrosideros,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,0.1389384478144514,4484,TRUE,6,non-endemic
Micraira,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,1,604,FALSE,0,endemic
Micrantheum,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,4212,FALSE,0,endemic
Microcachrys,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,474,FALSE,0,endemic
Microcorys,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,1,1193,FALSE,0,endemic
Microcybe,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1231,FALSE,0,endemic
Microlepidium,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,167,FALSE,0,endemic
Micromyrtus,1,50,FALSE,FALSE,FALSE,FALSE,FALSE,0.9989257419094938,7447,FALSE,0,endemic
Milligania,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,562,FALSE,0,endemic
Millotia,1,16,FALSE,FALSE,FALSE,TRUE,FALSE,1,7518,FALSE,1,unclear
Minuria,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,0.9998838289962825,8608,FALSE,0,endemic
Mirbelia,1,29,FALSE,FALSE,FALSE,FALSE,FALSE,1,10455,FALSE,0,endemic
Mitrantia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,46,FALSE,0,endemic
Mitrella,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.8859315589353612,263,TRUE,3,non-endemic
Mobilabium,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,35,FALSE,0,endemic
Monachather,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,2212,FALSE,0,endemic
Monoon,1,3,FALSE,FALSE,FALSE,TRUE,TRUE,0.9676409185803758,958,TRUE,3,non-endemic
Monotaxis,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,1,1936,FALSE,0,endemic
Monotoca,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,1,25201,FALSE,0,endemic
Motherwellia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,77,FALSE,0,endemic
Muelleranthus,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,446,FALSE,0,endemic
Muellerolimon,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,130,FALSE,0,endemic
Muiriantha,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,54,FALSE,0,endemic
Mullerochloa,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,56,FALSE,0,endemic
Muniria,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,242,FALSE,0,endemic
Musgravea,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,234,FALSE,0,endemic
Myosurus,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,0.8135818908122503,751,TRUE,4,non-endemic
Myriocephalus,1,15,FALSE,FALSE,FALSE,TRUE,FALSE,1,2587,FALSE,1,unclear
Nablonium,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,213,FALSE,0,endemic
Needhamiella,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,143,FALSE,0,endemic
Negria,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,76,FALSE,0,endemic
Neisosperma,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.850415512465374,361,TRUE,1,unclear
Nelsonia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.9988839285714286,896,FALSE,2,non-endemic
Nematolepis,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,0.9991258741258742,4576,FALSE,0,endemic
Neoastelia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,57,FALSE,0,endemic
Neobassia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1220,FALSE,0,endemic
Neobyrnesia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,44,FALSE,0,endemic
Neofabricia,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,398,FALSE,0,endemic
Neorites,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,79,FALSE,0,endemic
Neoroepera,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,240,FALSE,0,endemic
Neosciadium,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,58,FALSE,0,endemic
Neostrearia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,67,FALSE,0,endemic
Neurachne,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,1,5230,FALSE,0,endemic
Newcastelia,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1197,FALSE,0,endemic
Niemeyera,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,0.9996868639423829,6387,FALSE,1,unclear
Nitraria,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.9989574024426572,6714,FALSE,2,non-endemic
Noahdendron,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,51,FALSE,0,endemic
Nomismia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,90,FALSE,0,endemic
Normanbya,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,106,FALSE,0,endemic
Notelaea,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,0.999903972344035,31241,FALSE,0,endemic
Nothoalsomitra,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,98,FALSE,0,endemic
Nothofagus,1,3,TRUE,TRUE,FALSE,TRUE,TRUE,0.6448357461024499,14368,TRUE,5,non-endemic
Nothorites,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,65,FALSE,0,endemic
Notisia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,31,FALSE,0,endemic
Notochloe,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,105,FALSE,0,endemic
Nuytsia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,2141,FALSE,0,endemic
Nyssanthes,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1249,FALSE,0,endemic
Ochrosperma,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,804,FALSE,0,endemic
Odixia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,292,FALSE,0,endemic
Oeceoclades,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,0.8666666666666667,15,TRUE,2,non-endemic
Olearia,1,113,TRUE,FALSE,FALSE,TRUE,TRUE,0.928440418222276,107407,TRUE,4,non-endemic
Oligarrhena,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,226,FALSE,0,endemic
Omegandra,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,41,FALSE,0,endemic
Omphacomeria,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,916,FALSE,0,endemic
Omphalolappula,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1908,FALSE,0,endemic
Opercularia,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,1,31380,FALSE,0,endemic
Ophiorrhiza,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.5703703703703704,270,TRUE,3,non-endemic
Opisthiolepis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,166,FALSE,0,endemic
Oraniopsis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9777777777777777,135,TRUE,1,unclear
Oreomyrrhis,1,7,FALSE,FALSE,FALSE,FALSE,TRUE,0.9260415253087257,7369,TRUE,2,non-endemic
Orianthera,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,1,2461,FALSE,0,endemic
Orites,1,6,FALSE,FALSE,FALSE,TRUE,FALSE,0.9996382709350696,5529,FALSE,1,unclear
Ormosia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.71698113207547165,159,TRUE,3,non-endemic
Ornduffia,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,1,3503,FALSE,0,endemic
Orthrosanthus,1,4,FALSE,FALSE,FALSE,TRUE,FALSE,0.9991334488734835,1154,FALSE,1,unclear
Oschatzia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,373,FALSE,0,endemic
Osteocarpum,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.9996752192270217,3079,FALSE,0,endemic
Ostrearia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,122,FALSE,0,endemic
Ourisia,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,0.13689700130378096,1534,TRUE,3,non-endemic
Owenia,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,4338,FALSE,0,endemic
Oxychloris,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,376,FALSE,0,endemic
Oxylobium,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,5209,FALSE,0,endemic
Oxymyrrhine,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,76,FALSE,0,endemic
Ozothamnus,1,51,TRUE,TRUE,FALSE,TRUE,FALSE,0.9578219489168431,39191,TRUE,4,non-endemic
Pachycladon,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,0.13126843657817108,678,TRUE,3,non-endemic
Pachymitus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,284,FALSE,0,endemic
Paenula,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,0,endemic
Palaquium,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.33161953727506427,389,TRUE,3,non-endemic
Paphia,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,1,131,FALSE,3,non-endemic
Papillilabium,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,94,FALSE,0,endemic
Papistylus,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,27,FALSE,0,endemic
Pappochroma,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,0.9958643507030603,2418,FALSE,0,endemic
Paraceterach,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,0.9967948717948718,312,FALSE,1,unclear
Paractaenum,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1133,FALSE,0,endemic
Paragonis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,61,FALSE,0,endemic
Paragoodia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,10,FALSE,0,endemic
Paraneurachne,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1107,FALSE,0,endemic
Parantennaria,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,131,FALSE,0,endemic
Parapachygone,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,76,FALSE,0,endemic
Patersonia,1,18,FALSE,TRUE,FALSE,TRUE,TRUE,0.9995162610701793,26874,FALSE,3,non-endemic
Pauridia,1,5,TRUE,FALSE,TRUE,TRUE,FALSE,0.9953846153846154,2600,FALSE,3,non-endemic
Pavetta,1,10,FALSE,TRUE,TRUE,TRUE,TRUE,0.957169459962756,1611,TRUE,5,non-endemic
Pecteilis,1,15,FALSE,FALSE,FALSE,TRUE,TRUE,1,148,FALSE,2,non-endemic
Pedleya,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,47,FALSE,0,endemic
Pembertonia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,193,FALSE,0,endemic
Pennantia,1,2,TRUE,FALSE,FALSE,TRUE,FALSE,0.684272997032641,1685,TRUE,3,non-endemic
Pentaceras,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9980988593155894,526,FALSE,0,endemic
Pentalepis,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,249,FALSE,0,endemic
Pentapeltis,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,286,FALSE,0,endemic
Pentapogon,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,0.9996234939759037,2656,FALSE,2,non-endemic
Pentaptilon,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,10,FALSE,0,endemic
Pericalymma,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,908,FALSE,0,endemic
Peripentadenia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,0.9941520467836257,171,FALSE,1,unclear
Peristeranthus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,178,FALSE,0,endemic
Peristrophe,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.9701492537313433,67,TRUE,4,non-endemic
Perrottetia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.7053140096618358,207,TRUE,3,non-endemic
Persoonia,1,101,FALSE,FALSE,FALSE,FALSE,FALSE,0.9998094597623851,89220,FALSE,0,endemic
Petalostylis,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,2030,FALSE,0,endemic
Petermannia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,560,FALSE,0,endemic
Petraeomyrtus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,94,FALSE,0,endemic
Petrophile,1,66,FALSE,FALSE,FALSE,FALSE,FALSE,0.9998827941865917,17064,FALSE,0,endemic
Phalaenopsis,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.7428571428571429,35,TRUE,3,non-endemic
Phebalium,1,30,FALSE,FALSE,FALSE,FALSE,FALSE,0.9996866677111076,12766,FALSE,0,endemic
Pheladenia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,2568,FALSE,0,endemic
Pherosphaera,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.9978165938864629,458,FALSE,0,endemic
Philotheca,1,53,FALSE,FALSE,FALSE,FALSE,FALSE,0.9995629609396339,18305,FALSE,0,endemic
Philydrella,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,428,FALSE,0,endemic
