"","genus","prop_endemic","species_number","nz","nc","ng","wcvp","indo2","prop_aus","n","ala","rowsums","endemism_status"
"700","Nomismia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,90,FALSE,0,"endemic"
"701","Normanbya",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,106,FALSE,0,"endemic"
"702","Notelaea",1,12,FALSE,FALSE,FALSE,FALSE,FALSE,0.999903972344035,31241,FALSE,0,"endemic"
"703","Nothoalsomitra",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,98,FALSE,0,"endemic"
"704","Nothofagus",1,3,TRUE,TRUE,FALSE,TRUE,TRUE,0.64483574610245,14368,TRUE,5,"non-endemic"
"705","Nothorites",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,65,FALSE,0,"endemic"
"706","Notisia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,31,FALSE,0,"endemic"
"707","Notochloe",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,105,FALSE,0,"endemic"
"708","Nuytsia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,2141,FALSE,0,"endemic"
"709","Nyssanthes",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1249,FALSE,0,"endemic"
"710","Ochrosperma",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,804,FALSE,0,"endemic"
"711","Odixia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,292,FALSE,0,"endemic"
"712","Oeceoclades",1,1,FALSE,FALSE,TRUE,FALSE,FALSE,0.866666666666667,15,TRUE,2,"non-endemic"
"713","Olearia",1,113,TRUE,FALSE,FALSE,TRUE,TRUE,0.928440418222276,107407,TRUE,4,"non-endemic"
"714","Oligarrhena",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,226,FALSE,0,"endemic"
"715","Omegandra",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,41,FALSE,0,"endemic"
"716","Omphacomeria",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,916,FALSE,0,"endemic"
"717","Omphalolappula",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1908,FALSE,0,"endemic"
"718","Opercularia",1,19,FALSE,FALSE,FALSE,FALSE,FALSE,1,31380,FALSE,0,"endemic"
"719","Ophiorrhiza",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.57037037037037,270,TRUE,3,"non-endemic"
"720","Opisthiolepis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,166,FALSE,0,"endemic"
"721","Oraniopsis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.977777777777778,135,TRUE,1,"endemic"
"722","Oreomyrrhis",1,7,FALSE,FALSE,FALSE,FALSE,TRUE,0.926041525308726,7369,TRUE,2,"non-endemic"
"723","Orianthera",1,13,FALSE,FALSE,FALSE,FALSE,FALSE,1,2461,FALSE,0,"endemic"
"724","Orites",1,6,FALSE,FALSE,FALSE,TRUE,FALSE,0.99963827093507,5529,FALSE,1,"non-endemic"
"725","Ormosia",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.716981132075472,159,TRUE,3,"non-endemic"
"726","Ornduffia",1,7,FALSE,FALSE,FALSE,FALSE,FALSE,1,3503,FALSE,0,"endemic"
"727","Orthrosanthus",1,4,FALSE,FALSE,FALSE,TRUE,FALSE,0.999133448873484,1154,FALSE,1,"non-endemic"
"728","Oschatzia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,373,FALSE,0,"endemic"
"729","Osteocarpum",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.999675219227022,3079,FALSE,0,"endemic"
"730","Ostrearia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,122,FALSE,0,"endemic"
"731","Ourisia",1,1,TRUE,FALSE,FALSE,TRUE,FALSE,0.136897001303781,1534,TRUE,3,"non-endemic"
"732","Owenia",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,4338,FALSE,0,"endemic"
"733","Oxychloris",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,376,FALSE,0,"endemic"
"734","Oxylobium",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,5209,FALSE,0,"endemic"
"735","Oxymyrrhine",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,76,FALSE,0,"endemic"
"736","Ozothamnus",1,51,TRUE,TRUE,FALSE,TRUE,FALSE,0.957821948916843,39191,TRUE,4,"non-endemic"
"737","Pachycladon",1,1,TRUE,FALSE,FALSE,TRUE,FALSE,0.131268436578171,678,TRUE,3,"non-endemic"
"738","Pachymitus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,284,FALSE,0,"endemic"
"739","Paenula",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,0,"endemic"
"740","Palaquium",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.331619537275064,389,TRUE,3,"non-endemic"
"741","Paphia",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,1,131,FALSE,3,"non-endemic"
"742","Papillilabium",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,94,FALSE,0,"endemic"
"743","Papistylus",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,27,FALSE,0,"endemic"
"744","Pappochroma",1,9,FALSE,FALSE,FALSE,FALSE,FALSE,0.99586435070306,2418,FALSE,0,"endemic"
"745","Paraceterach",1,1,FALSE,FALSE,FALSE,FALSE,TRUE,0.996794871794872,312,FALSE,1,"non-endemic"
"746","Paractaenum",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1133,FALSE,0,"endemic"
"747","Paragonis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,61,FALSE,0,"endemic"
"748","Paragoodia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,10,FALSE,0,"endemic"
"749","Paraneurachne",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1107,FALSE,0,"endemic"
"750","Parantennaria",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,131,FALSE,0,"endemic"
"751","Parapachygone",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,76,FALSE,0,"endemic"
"752","Patersonia",1,18,FALSE,TRUE,FALSE,TRUE,TRUE,0.999516261070179,26874,FALSE,3,"non-endemic"
"753","Pauridia",1,5,TRUE,FALSE,TRUE,TRUE,FALSE,0.995384615384615,2600,FALSE,3,"non-endemic"
"754","Pavetta",1,10,FALSE,TRUE,TRUE,TRUE,TRUE,0.957169459962756,1611,TRUE,5,"non-endemic"
"755","Pecteilis",1,15,FALSE,FALSE,FALSE,TRUE,TRUE,1,148,FALSE,2,"non-endemic"
"756","Pedleya",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,47,FALSE,0,"endemic"
"757","Pembertonia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,193,FALSE,0,"endemic"
"758","Pennantia",1,2,TRUE,FALSE,FALSE,TRUE,FALSE,0.684272997032641,1685,TRUE,3,"non-endemic"
"759","Pentaceras",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.998098859315589,526,FALSE,0,"endemic"
"760","Pentalepis",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,249,FALSE,0,"endemic"
"761","Pentapeltis",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,286,FALSE,0,"endemic"
"762","Pentapogon",1,1,TRUE,FALSE,FALSE,TRUE,FALSE,0.999623493975904,2656,FALSE,2,"non-endemic"
"763","Pentaptilon",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,10,FALSE,0,"endemic"
"764","Pericalymma",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,908,FALSE,0,"endemic"
"765","Peripentadenia",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,0.994152046783626,171,FALSE,1,"endemic"
"766","Peristeranthus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,178,FALSE,0,"endemic"
"767","Peristrophe",1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.970149253731343,67,TRUE,4,"non-endemic"
"768","Perrottetia",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.705314009661836,207,TRUE,3,"non-endemic"
"769","Persoonia",1,101,FALSE,FALSE,FALSE,FALSE,FALSE,0.999809459762385,89220,FALSE,0,"endemic"
"770","Petalostylis",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,2030,FALSE,0,"endemic"
"771","Petermannia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,560,FALSE,0,"endemic"
"772","Petraeomyrtus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,94,FALSE,0,"endemic"
"773","Petrophile",1,66,FALSE,FALSE,FALSE,FALSE,FALSE,0.999882794186592,17064,FALSE,0,"endemic"
"774","Phalaenopsis",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.742857142857143,35,TRUE,3,"non-endemic"
"775","Phebalium",1,30,FALSE,FALSE,FALSE,FALSE,FALSE,0.999686667711108,12766,FALSE,0,"endemic"
"776","Pheladenia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,2568,FALSE,0,"endemic"
"777","Pherosphaera",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.997816593886463,458,FALSE,0,"endemic"
"778","Philotheca",1,53,FALSE,FALSE,FALSE,FALSE,FALSE,0.999562960939634,18305,FALSE,0,"endemic"
"779","Philydrella",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,428,FALSE,0,"endemic"
"780","Phlebocarya",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,938,FALSE,0,"endemic"
"781","Phlegmatospermum",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,544,FALSE,0,"endemic"
"782","Phoringopsis",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.976470588235294,85,TRUE,1,"non-endemic"
"783","Phyllangium",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,2508,FALSE,0,"endemic"
"784","Phyllanthera",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.8,60,TRUE,3,"non-endemic"
"785","Phyllocladus",1,1,TRUE,FALSE,FALSE,TRUE,TRUE,0.635985006247397,4802,TRUE,4,"non-endemic"
"786","Phyllota",1,11,FALSE,FALSE,FALSE,FALSE,FALSE,1,6898,FALSE,0,"endemic"
"787","Phymatocarpus",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,280,FALSE,0,"endemic"
"788","Physopsis",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,170,FALSE,0,"endemic"
"789","Pilbara",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,14,FALSE,0,"endemic"
"790","Pileanthus",1,8,FALSE,FALSE,FALSE,FALSE,FALSE,1,538,FALSE,0,"endemic"
"791","Pilostyles",1,3,FALSE,FALSE,FALSE,TRUE,FALSE,0.898305084745763,118,TRUE,2,"non-endemic"
"792","Pitaviaster",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,265,FALSE,0,"endemic"
"793","Pithocarpa",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,651,FALSE,0,"endemic"
"794","Pityrodia",1,20,FALSE,FALSE,FALSE,FALSE,FALSE,1,1334,FALSE,0,"endemic"
"795","Placospermum",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,141,FALSE,0,"endemic"
"796","Plagiobothrys",1,4,FALSE,FALSE,FALSE,TRUE,FALSE,0.939799331103679,1196,TRUE,2,"non-endemic"
"797","Plagiocarpus",1,7,FALSE,FALSE,FALSE,FALSE,FALSE,1,323,FALSE,0,"endemic"
"798","Planocarpa",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,546,FALSE,0,"endemic"
"799","Platychorda",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,97,FALSE,0,"endemic"
"800","Platylobium",1,9,FALSE,FALSE,FALSE,FALSE,FALSE,0.999909185851156,22023,FALSE,0,"endemic"
"801","Platysace",1,23,FALSE,FALSE,FALSE,FALSE,FALSE,1,25973,FALSE,0,"endemic"
"802","Platytheca",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,449,FALSE,0,"endemic"
"803","Platyzoma",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,405,FALSE,0,"endemic"
"804","Plectorrhiza",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,1234,FALSE,0,"endemic"
"805","Pleioluma",1,7,FALSE,TRUE,FALSE,TRUE,FALSE,0.810836501901141,1052,TRUE,3,"non-endemic"
"806","Pleogyne",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.99812382739212,533,FALSE,0,"endemic"
"807","Pleurocarpaea",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,244,FALSE,0,"endemic"
"808","Plexaure",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.904761904761905,84,TRUE,1,"non-endemic"
"809","Plinthanthesis",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,840,FALSE,0,"endemic"
"810","Podolobium",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,10829,FALSE,0,"endemic"
"811","Podotheca",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,4081,FALSE,0,"endemic"
"812","Pogonolepis",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,2556,FALSE,0,"endemic"
"813","Polianthion",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,160,FALSE,0,"endemic"
"814","Polyalthia",1,5,FALSE,FALSE,FALSE,TRUE,TRUE,0.682539682539683,756,TRUE,3,"non-endemic"
"815","Polycalymma",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,3221,FALSE,0,"endemic"
"816","Polyosma",1,6,FALSE,TRUE,FALSE,TRUE,TRUE,0.895604395604396,2548,TRUE,4,"non-endemic"
"817","Polypogon",1,1,TRUE,FALSE,TRUE,TRUE,TRUE,0.938872970391595,5235,TRUE,5,"non-endemic"
"818","Pomax",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,16160,FALSE,0,"endemic"
"819","Pontederia",1,4,FALSE,FALSE,TRUE,TRUE,FALSE,0.608974358974359,156,TRUE,3,"non-endemic"
"820","Posidonia",1,8,FALSE,FALSE,FALSE,TRUE,FALSE,0.93369663941871,2202,TRUE,2,"non-endemic"
"821","Potamophila",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,65,FALSE,0,"endemic"
"822","Potentilla",1,1,TRUE,FALSE,TRUE,TRUE,TRUE,0.491620111731844,2327,TRUE,5,"non-endemic"
"823","Praecoxanthus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,213,FALSE,0,"endemic"
"824","Prasophyllum",1,124,TRUE,FALSE,FALSE,TRUE,FALSE,0.979759556682634,21294,TRUE,3,"non-endemic"
"825","Prionotes",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,546,FALSE,0,"endemic"
"826","Prostanthera",1,101,FALSE,FALSE,FALSE,FALSE,FALSE,0.999383385951066,40544,FALSE,0,"endemic"
"827","Prumnopitys",1,2,TRUE,TRUE,FALSE,TRUE,FALSE,0.161532682193839,1331,TRUE,4,"non-endemic"
"828","Psammagrostis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,8,FALSE,0,"endemic"
"829","Psammomoya",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,347,FALSE,0,"endemic"
"830","Pseudanthus",1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1850,FALSE,0,"endemic"
"831","Pseudochaetochloa",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,178,FALSE,0,"endemic"
"832","Pseudopanax",1,1,TRUE,FALSE,FALSE,TRUE,FALSE,0.0618131868131868,2912,TRUE,3,"non-endemic"
"833","Pseudoweinmannia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,477,FALSE,0,"endemic"
"834","Pseuduvaria",1,4,FALSE,FALSE,FALSE,TRUE,TRUE,0.751479289940828,507,TRUE,3,"non-endemic"
"835","Psychrophila",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.873452544704264,727,TRUE,1,"non-endemic"
"836","Pterochaeta",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,465,FALSE,0,"endemic"
"837","Pterygopappus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,271,FALSE,0,"endemic"
"838","Ptilothrix",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,5785,FALSE,0,"endemic"
"839","Ptychosema",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,15,FALSE,0,"endemic"
"840","Pullea",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.850806451612903,248,TRUE,3,"non-endemic"
"841","Pycnosorus",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,0.999478079331942,3832,FALSE,0,"endemic"
"842","Pyrorchis",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,1,4557,FALSE,1,"endemic"
"843","Quinetia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,730,FALSE,0,"endemic"
"844","Quinqueremulus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,31,FALSE,0,"endemic"
"845","Quintinia",1,4,TRUE,TRUE,FALSE,TRUE,TRUE,0.837528604118993,2622,TRUE,5,"non-endemic"
"846","Quisqualis",1,1,FALSE,FALSE,TRUE,FALSE,TRUE,0.925925925925926,81,TRUE,3,"non-endemic"
"847","Quoya",1,7,FALSE,FALSE,FALSE,FALSE,FALSE,1,979,FALSE,0,"endemic"
"848","Radyera",1,1,FALSE,FALSE,TRUE,TRUE,FALSE,0.989717223650386,389,TRUE,3,"non-endemic"
"849","Randia",1,3,FALSE,TRUE,TRUE,TRUE,TRUE,0.724556489262372,1071,TRUE,5,"non-endemic"
"850","Reedia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,60,FALSE,0,"endemic"
"851","Regelia",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,635,FALSE,0,"endemic"
"852","Rhadinothamnus",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,229,FALSE,0,"endemic"
"853","Rhagodia",1,11,FALSE,FALSE,FALSE,FALSE,FALSE,0.999861091818308,35995,FALSE,0,"endemic"
"854","Rhaphidospora",1,3,FALSE,FALSE,TRUE,TRUE,FALSE,0.972727272727273,110,TRUE,3,"non-endemic"
"855","Rhaponticum",1,1,FALSE,FALSE,TRUE,TRUE,FALSE,0.995446265938069,1098,FALSE,2,"non-endemic"
"856","Rhetinocarpha",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,30,FALSE,0,"endemic"
"857","Rhinerrhiza",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.974489795918367,196,TRUE,1,"endemic"
"858","Rhinerrhizopsis",1,1,FALSE,FALSE,FALSE,FALSE,TRUE,0.8,15,TRUE,2,"non-endemic"
"859","Rhipidorchis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.652173913043478,46,TRUE,1,"non-endemic"
"860","Rhizanthella",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,83,FALSE,0,"endemic"
"861","Rhodanthe",1,45,FALSE,FALSE,FALSE,TRUE,FALSE,0.999826207855405,28770,FALSE,1,"endemic"
"862","Rhododendron",1,1,TRUE,FALSE,FALSE,TRUE,TRUE,0.157068062827225,2865,TRUE,4,"non-endemic"
"863","Rhodosphaera",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.998363338788871,611,FALSE,0,"endemic"
"864","Rhytidosporum",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,5742,FALSE,0,"endemic"
"865","Richea",1,11,FALSE,FALSE,FALSE,FALSE,FALSE,0.999838865613922,6206,FALSE,0,"endemic"
"866","Ricinocarpos",1,28,FALSE,FALSE,FALSE,FALSE,FALSE,1,7496,FALSE,0,"endemic"
"867","Rimacola",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,140,FALSE,0,"endemic"
"868","Rinzia",1,18,FALSE,FALSE,FALSE,FALSE,FALSE,1,2364,FALSE,0,"endemic"
"869","Ristantia",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,176,FALSE,0,"endemic"
"870","Rockinghamia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,268,FALSE,0,"endemic"
"871","Roebuckiella",1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,866,FALSE,0,"endemic"
"872","Roepera",1,31,FALSE,FALSE,TRUE,TRUE,FALSE,0.999813105072328,26753,FALSE,2,"non-endemic"
"873","Romnalda",1,2,FALSE,FALSE,FALSE,TRUE,TRUE,0.956521739130435,138,TRUE,3,"non-endemic"
"874","Rourea",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.775700934579439,107,TRUE,4,"non-endemic"
"875","Roycea",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,142,FALSE,0,"endemic"
"876","Rumicastrum",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,11,FALSE,1,"endemic"
"877","Rutidosis",1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,4842,FALSE,0,"endemic"
"878","Ryparosa",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.524229074889868,227,TRUE,3,"non-endemic"
"879","Ryticaryum",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.522058823529412,136,TRUE,2,"non-endemic"
"880","Sagina",1,2,FALSE,FALSE,TRUE,TRUE,TRUE,0.772635814889336,2982,TRUE,4,"non-endemic"
"881","Samadera",1,2,FALSE,FALSE,FALSE,TRUE,TRUE,0.956,500,TRUE,3,"non-endemic"
"882","Sambucus",1,2,TRUE,FALSE,TRUE,TRUE,TRUE,0.971910112359551,5696,TRUE,5,"non-endemic"
"883","Sankowskya",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,60,FALSE,0,"endemic"
"884","Sannantha",1,12,FALSE,TRUE,FALSE,TRUE,FALSE,0.986376021798365,2936,TRUE,3,"non-endemic"
"885","Sarcopteryx",1,5,FALSE,FALSE,FALSE,TRUE,TRUE,0.981158737635422,2123,TRUE,3,"non-endemic"
"886","Sarcotoechia",1,6,FALSE,FALSE,FALSE,TRUE,TRUE,0.974719101123596,356,TRUE,3,"non-endemic"
"887","Sarcozona",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,846,FALSE,0,"endemic"
"888","Saurauia",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.122002085505735,959,TRUE,3,"non-endemic"
"889","Saxipoa",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,351,FALSE,0,"endemic"
"890","Scambopus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,28,FALSE,0,"endemic"
"891","Schenkia",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,0.992803289924606,2918,FALSE,2,"non-endemic"
"892","Schistocarpaea",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,103,FALSE,0,"endemic"
"893","Schistotylus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,50,FALSE,0,"endemic"
"894","Schizacme",1,2,TRUE,FALSE,FALSE,TRUE,FALSE,0.923076923076923,754,TRUE,3,"non-endemic"
"895","Schizomeria",1,2,FALSE,FALSE,FALSE,TRUE,TRUE,0.879796163069544,3336,TRUE,3,"non-endemic"
"896","Schoenia",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,0.999592169657422,2452,FALSE,0,"endemic"
"897","Schoenolaena",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,211,FALSE,0,"endemic"
"898","Scholtzia",1,13,FALSE,FALSE,FALSE,FALSE,FALSE,1,2029,FALSE,0,"endemic"
"899","Scleroblitum",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1553,FALSE,0,"endemic"
"900","Scleroglossum",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.607843137254902,102,TRUE,4,"non-endemic"
"901","Scolopia",1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.963293130571578,1907,TRUE,4,"non-endemic"
"902","Scutellaria",1,2,TRUE,FALSE,TRUE,TRUE,TRUE,0.967967384973792,3434,TRUE,5,"non-endemic"
"903","Sedopsis",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.99,100,FALSE,0,"endemic"
"904","Selliera",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.928726287262873,3690,TRUE,1,"non-endemic"
"905","Selliguea",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0,501,TRUE,4,"non-endemic"
"906","Seorsus",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,1,51,FALSE,1,"endemic"
"907","Serichonus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,15,FALSE,0,"endemic"
"908","Seringia",1,18,FALSE,FALSE,FALSE,TRUE,FALSE,0.998215082552432,4482,FALSE,1,"endemic"
"909","Serjania",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.4,5,TRUE,2,"non-endemic"
"910","Sersalisia",1,3,FALSE,FALSE,FALSE,TRUE,FALSE,0.990155865463495,2438,FALSE,1,"non-endemic"
"911","Shonia",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,204,FALSE,0,"endemic"
"912","Siegfriedia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,82,FALSE,0,"endemic"
"913","Siloxerus",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,2992,FALSE,0,"endemic"
"914","Siphonodon",1,3,FALSE,FALSE,FALSE,TRUE,TRUE,0.97242206235012,834,TRUE,3,"non-endemic"
"915","Sloanea",1,4,FALSE,TRUE,FALSE,TRUE,TRUE,0.934657605854678,3826,TRUE,4,"non-endemic"
"916","Solenogyne",1,3,TRUE,FALSE,FALSE,TRUE,FALSE,0.995876070635508,9457,FALSE,2,"non-endemic"
"917","Solori",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.970494417862839,1254,TRUE,1,"non-endemic"
"918","Sondottia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,59,FALSE,0,"endemic"
"919","Sowerbaea",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,0.999717673630717,3542,FALSE,0,"endemic"
"920","Spartochloa",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,193,FALSE,0,"endemic"
"921","Spathia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,54,FALSE,0,"endemic"
"922","Sphaerantia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,94,FALSE,0,"endemic"
"923","Sphaerolobium",1,22,FALSE,FALSE,FALSE,FALSE,FALSE,0.999461013295005,5566,FALSE,0,"endemic"
"924","Sphalmium",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,137,FALSE,0,"endemic"
"925","Sphenotoma",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,0.99712368168744,1043,FALSE,0,"endemic"
"926","Spiculaea",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,234,FALSE,0,"endemic"
"927","Spiraeanthemum",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.566666666666667,180,TRUE,4,"non-endemic"
"928","Spirogardnera",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,55,FALSE,0,"endemic"
"929","Sporadanthus",1,6,TRUE,FALSE,FALSE,TRUE,FALSE,0.91522491349481,2312,TRUE,3,"non-endemic"
"930","Spyridium",1,44,FALSE,FALSE,FALSE,FALSE,FALSE,1,20027,FALSE,0,"endemic"
"931","Stachystemon",1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,563,FALSE,0,"endemic"
"932","Stawellia",1,2,FALSE,FALSE,FALSE,FALSE,TRUE,1,54,FALSE,1,"endemic"
