"","genus","prop_endemic","species_number","nz","nc","ng","wcvp","indo2","prop_aus","n","ala","rowsums","endemism_status"
"232","Cheilocostus",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.554347826086957,92,TRUE,3,"non-endemic"
"233","Cheiranthera",1,10,FALSE,FALSE,FALSE,FALSE,FALSE,0.999701581617428,3351,FALSE,0,"endemic"
"234","Chenopodium",1,9,TRUE,FALSE,TRUE,TRUE,TRUE,0.937519968759984,28169,TRUE,5,"non-endemic"
"235","Cheyniana",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,131,FALSE,0,"endemic"
"236","Chiloschista",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,1,83,FALSE,2,"non-endemic"
"237","Chingia",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.450704225352113,71,TRUE,3,"non-endemic"
"238","Chionochloa",1,2,TRUE,FALSE,FALSE,TRUE,FALSE,0.0927672955974843,1908,TRUE,3,"non-endemic"
"239","Chlaenosciadium",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,30,FALSE,0,"endemic"
"240","Chloanthes",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1680,FALSE,0,"endemic"
"241","Chondropyxis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,31,FALSE,0,"endemic"
"242","Chordifex",1,20,FALSE,FALSE,FALSE,FALSE,FALSE,1,3445,FALSE,0,"endemic"
"243","Choretrum",1,7,FALSE,FALSE,FALSE,FALSE,FALSE,1,4021,FALSE,0,"endemic"
"244","Chorilaena",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,559,FALSE,0,"endemic"
"245","Chorizema",1,25,FALSE,FALSE,FALSE,TRUE,FALSE,0.999085296135376,4373,FALSE,1,"endemic"
"246","Chrysitrix",1,1,FALSE,FALSE,TRUE,TRUE,FALSE,0.978947368421053,95,TRUE,3,"non-endemic"
"247","Chrysocephalum",1,9,FALSE,FALSE,FALSE,FALSE,FALSE,0.999947700112445,38241,FALSE,0,"endemic"
"248","Chthonocephalus",1,7,FALSE,FALSE,FALSE,FALSE,FALSE,1,1194,FALSE,0,"endemic"
"249","Citronella",1,2,FALSE,TRUE,FALSE,TRUE,TRUE,0.969931271477663,1164,TRUE,4,"non-endemic"
"250","Citrus",1,6,FALSE,TRUE,FALSE,TRUE,TRUE,0.912450505939287,2273,TRUE,4,"non-endemic"
"251","Clausospicula",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,17,FALSE,0,"endemic"
"252","Clematicissus",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,0.999496728736789,1987,FALSE,1,"non-endemic"
"253","Clitoria",1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.843575418994413,1074,TRUE,4,"non-endemic"
"254","Coatesia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,273,FALSE,0,"endemic"
"255","Codariocalyx",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0,33,TRUE,3,"non-endemic"
"256","Codonocarpus",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,1936,FALSE,0,"endemic"
"257","Coix",1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.235,200,TRUE,4,"non-endemic"
"258","Coleanthera",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,41,FALSE,0,"endemic"
"259","Coleocarya",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,297,FALSE,0,"endemic"
"260","Coleocoma",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,44,FALSE,0,"endemic"
"261","Colysis",1,1,FALSE,FALSE,FALSE,FALSE,TRUE,0.924170616113744,211,TRUE,2,"non-endemic"
"262","Comesperma",1,33,FALSE,FALSE,FALSE,FALSE,FALSE,0.999391509771637,27938,FALSE,0,"endemic"
"263","Conospermum",1,52,FALSE,FALSE,FALSE,FALSE,FALSE,0.999689416880192,12879,FALSE,0,"endemic"
"264","Conostephium",1,12,FALSE,FALSE,FALSE,FALSE,FALSE,1,1642,FALSE,0,"endemic"
"265","Conostylis",1,45,FALSE,FALSE,FALSE,FALSE,FALSE,0.998186557860138,8823,FALSE,0,"endemic"
"266","Conothamnus",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,261,FALSE,0,"endemic"
"267","Convolvulus",1,11,TRUE,FALSE,TRUE,TRUE,TRUE,0.986740154964454,25038,TRUE,5,"non-endemic"
"268","Cooktownia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,FALSE,0,"endemic"
"269","Coopernookia",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,1487,FALSE,0,"endemic"
"270","Corokia",1,2,TRUE,FALSE,FALSE,TRUE,FALSE,0.357377049180328,915,TRUE,3,"non-endemic"
"271","Coronidium",1,21,FALSE,FALSE,FALSE,FALSE,FALSE,1,26773,FALSE,0,"endemic"
"272","Correa",1,11,FALSE,FALSE,FALSE,TRUE,FALSE,0.998355838522354,28586,FALSE,1,"endemic"
"273","Corsia",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.5,66,TRUE,3,"non-endemic"
"274","Corynanthera",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,32,FALSE,0,"endemic"
"275","Corynotheca",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,0.998959417273673,961,FALSE,0,"endemic"
"276","Cosmelia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,129,FALSE,0,"endemic"
"277","Cossinia",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,0.95,60,TRUE,3,"non-endemic"
"278","Craspedia",1,19,TRUE,FALSE,FALSE,TRUE,FALSE,0.838028169014085,16756,TRUE,3,"non-endemic"
"279","Cratystylis",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1453,FALSE,0,"endemic"
"280","Cremnothamnus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,216,FALSE,0,"endemic"
"281","Crenidium",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,27,FALSE,0,"endemic"
"282","Cressa",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.998607242339833,2154,FALSE,1,"non-endemic"
"283","Crispiloba",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,132,FALSE,0,"endemic"
"284","Cristonia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,202,FALSE,0,"endemic"
"285","Croninia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,77,FALSE,0,"endemic"
"286","Crosslandia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,226,FALSE,0,"endemic"
"287","Crowea",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.999167360532889,2402,FALSE,0,"endemic"
"288","Cryptandra",1,56,FALSE,FALSE,FALSE,FALSE,FALSE,0.998703378842194,13111,FALSE,0,"endemic"
"289","Ctenopteris",1,1,FALSE,FALSE,TRUE,FALSE,TRUE,0.038961038961039,385,TRUE,3,"non-endemic"
"290","Cuphonotus",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,469,FALSE,0,"endemic"
"291","Curculigo",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.927272727272727,330,TRUE,4,"non-endemic"
"292","Cuttsia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,671,FALSE,0,"endemic"
"293","Cyanicula",1,10,FALSE,FALSE,FALSE,FALSE,FALSE,1,3651,FALSE,0,"endemic"
"294","Cyanostegia",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,662,FALSE,0,"endemic"
"295","Cyathochaeta",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,5499,FALSE,0,"endemic"
"296","Cyathodes",1,3,FALSE,FALSE,FALSE,TRUE,FALSE,0.991628614916286,2628,FALSE,1,"endemic"
"297","Cyathostemon",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,0.997530864197531,405,FALSE,0,"endemic"
"298","Cymbidium",1,3,FALSE,FALSE,TRUE,TRUE,TRUE,0.998877413560844,4454,FALSE,3,"non-endemic"
"299","Cymbonotus",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,10600,FALSE,0,"endemic"
"300","Cynodon",1,4,TRUE,TRUE,TRUE,TRUE,TRUE,0.989420280888449,32326,TRUE,6,"non-endemic"
"301","Cyphanthera",1,9,FALSE,FALSE,FALSE,FALSE,FALSE,0.999383477188656,1622,FALSE,0,"endemic"
"302","Cypselocarpus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,39,FALSE,0,"endemic"
"303","Cyrtandra",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.169014084507042,497,TRUE,4,"non-endemic"
"304","Cyrtostylis",1,4,TRUE,FALSE,FALSE,TRUE,FALSE,0.970094148052428,5417,TRUE,3,"non-endemic"
"305","Cytogonidium",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,120,FALSE,0,"endemic"
"306","Dactyliophora",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.32,50,TRUE,3,"non-endemic"
"307","Dactyloctenium",1,2,FALSE,FALSE,TRUE,TRUE,TRUE,0.979967514889009,5541,TRUE,4,"non-endemic"
"308","Dallwatsonia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,6,FALSE,0,"endemic"
"309","Damasonium",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.996478873239437,1704,FALSE,1,"non-endemic"
"310","Dampiera",1,68,FALSE,FALSE,FALSE,FALSE,FALSE,1,30492,FALSE,0,"endemic"
"311","Dansiea",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,61,FALSE,0,"endemic"
"312","Daphnandra",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,2820,FALSE,0,"endemic"
"313","Darlingia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,319,FALSE,0,"endemic"
"314","Darwinia",1,51,FALSE,FALSE,FALSE,FALSE,FALSE,0.999616711383672,10436,FALSE,0,"endemic"
"315","Dasymalla",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,639,FALSE,0,"endemic"
"316","Dasypogon",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,1358,FALSE,0,"endemic"
"317","Davidsonia",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.995417048579285,1091,FALSE,0,"endemic"
"318","Daviesia",1,131,FALSE,FALSE,FALSE,FALSE,FALSE,0.999966659998666,59988,FALSE,0,"endemic"
"319","Debregeasia",1,1,TRUE,FALSE,FALSE,TRUE,TRUE,0.392638036809816,163,TRUE,4,"non-endemic"
"320","Decaschistia",1,3,FALSE,FALSE,FALSE,TRUE,TRUE,0.993589743589744,156,FALSE,2,"non-endemic"
"321","Decazesia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,39,FALSE,0,"endemic"
"322","Delarbrea",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.896551724137931,261,TRUE,4,"non-endemic"
"323","Demorchis",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,14,FALSE,0,"endemic"
"324","Dendroconche",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,217,FALSE,0,"endemic"
"325","Denhamia",1,13,FALSE,TRUE,FALSE,TRUE,TRUE,0.999675271959734,12318,FALSE,3,"non-endemic"
"326","Dennstaedtia",1,1,TRUE,FALSE,FALSE,TRUE,TRUE,0.768813033359193,1289,TRUE,4,"non-endemic"
"327","Desmocladus",1,23,FALSE,FALSE,FALSE,FALSE,FALSE,1,3816,FALSE,0,"endemic"
"328","Desmodiopsis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,41,FALSE,0,"endemic"
"329","Desmos",1,3,FALSE,FALSE,FALSE,TRUE,TRUE,0.851485148514851,404,TRUE,3,"non-endemic"
"330","Diaspasis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,89,FALSE,0,"endemic"
"331","Dicarpidium",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,123,FALSE,0,"endemic"
"332","Dichopogon",1,3,FALSE,FALSE,FALSE,FALSE,TRUE,1,652,FALSE,1,"endemic"
"333","Dichosciadium",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,253,FALSE,0,"endemic"
"334","Dichromochlamys",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,257,FALSE,0,"endemic"
"335","Dicksonia",1,3,TRUE,TRUE,TRUE,TRUE,TRUE,0.897481806630473,17314,TRUE,6,"non-endemic"
"336","Dicladanthera",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,113,FALSE,0,"endemic"
"337","Dicrastylis",1,31,FALSE,FALSE,FALSE,FALSE,FALSE,1,3438,FALSE,0,"endemic"
"338","Didymanthus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,238,FALSE,0,"endemic"
"339","Dielitzia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,101,FALSE,0,"endemic"
"340","Dielsia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,95,FALSE,0,"endemic"
"341","Dielsiodoxa",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,252,FALSE,0,"endemic"
"342","Dienia",1,6,FALSE,FALSE,FALSE,TRUE,TRUE,0.991803278688525,244,FALSE,2,"non-endemic"
"343","Dietes",1,1,TRUE,FALSE,TRUE,TRUE,FALSE,0.952,500,TRUE,4,"non-endemic"
"344","Dillwynia",1,29,FALSE,FALSE,FALSE,FALSE,FALSE,0.999962468097883,53288,FALSE,0,"endemic"
"345","Dimocarpus",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.897196261682243,107,TRUE,3,"non-endemic"
"346","Dimorphocoma",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,63,FALSE,0,"endemic"
"347","Dinghoua",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,84,FALSE,0,"endemic"
"348","Dinosperma",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,596,FALSE,0,"endemic"
"349","Diocirea",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,53,FALSE,0,"endemic"
"350","Diodontium",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,7,FALSE,0,"endemic"
"351","Diplarrena",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,3242,FALSE,0,"endemic"
"352","Diplaspis",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,629,FALSE,0,"endemic"
"353","Diplatia",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,494,FALSE,0,"endemic"
"354","Diplocaulobium",1,1,FALSE,FALSE,FALSE,FALSE,TRUE,0.334302325581395,344,TRUE,2,"non-endemic"
"355","Diplolaena",1,15,FALSE,FALSE,FALSE,FALSE,FALSE,1,1139,FALSE,0,"endemic"
"356","Diplopeltis",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,887,FALSE,0,"endemic"
"357","Dipteracanthus",1,3,FALSE,FALSE,TRUE,TRUE,FALSE,0.943030303030303,825,TRUE,3,"non-endemic"
"358","Discaria",1,2,TRUE,FALSE,FALSE,TRUE,FALSE,0.917297024710035,1983,TRUE,3,"non-endemic"
"359","Diselma",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.995305164319249,426,FALSE,0,"endemic"
"360","Disphyma",1,1,TRUE,FALSE,TRUE,TRUE,FALSE,0.952554213360501,6871,TRUE,4,"non-endemic"
"361","Dissiliaria",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,409,FALSE,0,"endemic"
"362","Dissocarpus",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,8058,FALSE,0,"endemic"
"363","Distichlis",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.995792426367462,4278,FALSE,1,"non-endemic"
"364","Dithyrostegia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,41,FALSE,0,"endemic"
"365","Diuris",1,99,FALSE,FALSE,FALSE,TRUE,TRUE,1,49186,FALSE,2,"non-endemic"
"366","Dockrillia",1,20,FALSE,FALSE,FALSE,FALSE,FALSE,0.989352102508572,5541,TRUE,1,"non-endemic"
"367","Doryanthes",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.997889182058047,3790,FALSE,0,"endemic"
"368","Doryphora",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.999754118514876,4067,FALSE,0,"endemic"
"369","Drabastrum",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,125,FALSE,0,"endemic"
"370","Dracophyllum",1,7,TRUE,TRUE,FALSE,TRUE,FALSE,0.26030992251937,8002,TRUE,4,"non-endemic"
"371","Drakaea",1,10,FALSE,FALSE,FALSE,FALSE,FALSE,1,1203,FALSE,0,"endemic"
"372","Drummondita",1,10,FALSE,FALSE,FALSE,FALSE,FALSE,1,514,FALSE,0,"endemic"
"373","Dryadodaphne",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.647058823529412,136,TRUE,3,"non-endemic"
"374","Drymoanthus",1,1,TRUE,TRUE,FALSE,TRUE,FALSE,0.0769230769230769,234,TRUE,4,"non-endemic"
"375","Drymophila",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,3890,FALSE,0,"endemic"
"376","Dryopoa",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,823,FALSE,0,"endemic"
"377","Dubouzetia",1,2,FALSE,TRUE,FALSE,TRUE,TRUE,0.533333333333333,150,TRUE,4,"non-endemic"
"378","Duma",1,3,FALSE,FALSE,FALSE,TRUE,FALSE,1,13022,FALSE,1,"endemic"
"379","Duperreya",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,351,FALSE,0,"endemic"
"380","Durringtonia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,81,FALSE,0,"endemic"
"381","Ecdeiocolea",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,419,FALSE,0,"endemic"
"382","Echinostephia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,583,FALSE,0,"endemic"
"383","Eidothea",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,345,FALSE,0,"endemic"
"384","Elachanthus",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,399,FALSE,0,"endemic"
"385","Elacholoma",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,501,FALSE,0,"endemic"
"386","Elattostachys",1,5,FALSE,TRUE,FALSE,TRUE,TRUE,0.985714285714286,2310,TRUE,4,"non-endemic"
"387","Elythranthera",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1948,FALSE,0,"endemic"
"388","Embadium",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,62,FALSE,0,"endemic"
"389","Emblingia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,36,FALSE,0,"endemic"
"390","Enekbatus",1,10,FALSE,FALSE,FALSE,FALSE,FALSE,1,346,FALSE,0,"endemic"
"391","Enydra",1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.98876404494382,356,TRUE,4,"non-endemic"
"392","Epacris",1,53,TRUE,FALSE,FALSE,TRUE,FALSE,0.992473687305227,68028,FALSE,2,"non-endemic"
"393","Epiblema",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,150,FALSE,0,"endemic"
"394","Epitriche",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,24,FALSE,0,"endemic"
"395","Eremaea",1,14,FALSE,FALSE,FALSE,FALSE,FALSE,1,2230,FALSE,0,"endemic"
"396","Eremophea",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,321,FALSE,0,"endemic"
"397","Eremophila",1,234,TRUE,FALSE,FALSE,TRUE,FALSE,0.999839039187767,80765,FALSE,2,"non-endemic"
"398","Eremosyne",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,54,FALSE,0,"endemic"
"399","Eria",1,5,FALSE,TRUE,FALSE,TRUE,TRUE,0.622448979591837,294,TRUE,4,"non-endemic"
"400","Erichsenia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,53,FALSE,0,"endemic"
"401","Ericksonella",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,466,FALSE,0,"endemic"
"402","Ericomyrtus",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,870,FALSE,0,"endemic"
"403","Erigeron",1,1,TRUE,FALSE,TRUE,TRUE,TRUE,0.969933355855164,32561,TRUE,5,"non-endemic"
"404","Eriochilus",1,11,FALSE,FALSE,FALSE,FALSE,FALSE,1,6730,FALSE,0,"endemic"
"405","Eriochiton",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,4081,FALSE,0,"endemic"
"406","Eriochlamys",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.998939554612938,943,FALSE,0,"endemic"
"407","Eriostemon",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.997846374730797,2786,FALSE,0,"endemic"
"408","Erodiophyllum",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,216,FALSE,0,"endemic"
"409","Erodium",1,5,FALSE,FALSE,TRUE,TRUE,FALSE,0.978672322035933,24991,TRUE,3,"non-endemic"
"410","Erymophyllum",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,664,FALSE,0,"endemic"
"411","Erythrophleum",1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.999147775694563,11734,FALSE,3,"non-endemic"
"412","Erythrorchis",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,1,393,FALSE,2,"non-endemic"
"413","Erythroxylum",1,2,FALSE,TRUE,TRUE,TRUE,TRUE,0.919938016528926,1936,TRUE,5,"non-endemic"
"414","Eschenbachia",1,2,FALSE,FALSE,TRUE,TRUE,FALSE,0.844961240310077,129,TRUE,3,"non-endemic"
"415","Ethuliopsis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,352,FALSE,0,"endemic"
"416","Etlingera",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.823529411764706,102,TRUE,3,"non-endemic"
"417","Euchilopsis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,267,FALSE,0,"endemic"
"418","Eucosia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.621621621621622,37,TRUE,1,"non-endemic"
"419","Eucryphia",1,5,FALSE,FALSE,FALSE,TRUE,FALSE,0.992374727668845,3672,FALSE,1,"non-endemic"
"420","Eumachia",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,0.487684729064039,203,TRUE,3,"non-endemic"
"421","Euodia",1,2,FALSE,TRUE,FALSE,TRUE,TRUE,0.613333333333333,225,TRUE,4,"non-endemic"
"422","Euphrasia",1,20,TRUE,FALSE,FALSE,TRUE,TRUE,0.794803107420305,11199,TRUE,4,"non-endemic"
"423","Eurychorda",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,3455,FALSE,0,"endemic"
"424","Euryomyrtus",1,7,FALSE,FALSE,FALSE,FALSE,FALSE,1,4157,FALSE,0,"endemic"
"425","Eutaxia",1,22,FALSE,FALSE,FALSE,FALSE,FALSE,0.999156524882516,8299,FALSE,0,"endemic"
"426","Evandra",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,258,FALSE,0,"endemic"
"427","Everistia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.998158379373849,543,FALSE,0,"endemic"
"428","Ewartia",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.999036608863198,1038,FALSE,0,"endemic"
"429","Exocarya",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.996805111821086,313,FALSE,2,"non-endemic"
"430","Falcataria",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.562326869806094,361,TRUE,3,"non-endemic"
"431","Feldstonia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,39,FALSE,0,"endemic"
"432","Fieldia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,2109,FALSE,0,"endemic"
"433","Fitzwillia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,22,FALSE,0,"endemic"
"434","Flacourtia",1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.733475479744137,469,TRUE,4,"non-endemic"
"435","Flickingeria",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.576923076923077,78,TRUE,1,"non-endemic"
"436","Floydia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,191,FALSE,0,"endemic"
"437","Fontainea",1,6,FALSE,TRUE,FALSE,TRUE,TRUE,0.983827493261456,371,TRUE,4,"non-endemic"
"438","Forstera",1,1,TRUE,FALSE,FALSE,TRUE,FALSE,0.182912154031288,831,TRUE,3,"non-endemic"
"439","Franciscodendron",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,136,FALSE,0,"endemic"
"440","Frankenia",1,44,FALSE,FALSE,TRUE,TRUE,FALSE,0.986095281513563,8774,TRUE,3,"non-endemic"
"441","Franklandia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,268,FALSE,0,"endemic"
"442","Galbulimima",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.724409448818898,254,TRUE,3,"non-endemic"
"443","Gardenia",1,19,FALSE,TRUE,TRUE,TRUE,TRUE,0.942095298201325,6338,TRUE,5,"non-endemic"
"444","Gastrolobium",1,110,FALSE,FALSE,FALSE,TRUE,FALSE,0.999000299910027,10003,FALSE,1,"endemic"
"445","Geleznowia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,491,FALSE,0,"endemic"
"446","Genoplesium",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.981917701104486,10231,TRUE,4,"non-endemic"
"447","Gentiana",1,4,FALSE,FALSE,FALSE,TRUE,TRUE,0.162361623616236,813,TRUE,3,"non-endemic"
"448","Gentianella",1,14,TRUE,FALSE,FALSE,TRUE,FALSE,0.329555936223481,7589,TRUE,3,"non-endemic"
"449","Geococcus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,546,FALSE,0,"endemic"
"450","Georgeantha",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.851851851851852,81,TRUE,1,"endemic"
"451","Geosiris",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,8,FALSE,1,"non-endemic"
"452","Gilberta",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,359,FALSE,0,"endemic"
"453","Gilesia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,127,FALSE,0,"endemic"
"454","Gilruthia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,161,FALSE,0,"endemic"
"455","Gingidia",1,3,TRUE,FALSE,FALSE,TRUE,FALSE,0.277168494516451,1003,TRUE,3,"non-endemic"
"456","Glischrocaryon",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,0.999754661432777,4076,FALSE,0,"endemic"
"457","Glossodia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,11600,FALSE,0,"endemic"
"458","Glyceria",1,3,TRUE,FALSE,TRUE,TRUE,FALSE,0.760218860637271,3107,TRUE,4,"non-endemic"
"459","Glycocystis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,67,FALSE,0,"endemic"
"460","Glycyrrhiza",1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.976692066337965,2231,TRUE,4,"non-endemic"
"461","Gnaphalium",1,2,FALSE,FALSE,TRUE,TRUE,TRUE,0.888096544157981,1823,TRUE,4,"non-endemic"
"462","Gnephosis",1,16,FALSE,FALSE,FALSE,FALSE,FALSE,1,5034,FALSE,0,"endemic"
"463","Gomphrena",1,32,FALSE,FALSE,TRUE,TRUE,TRUE,0.986311035845329,7086,TRUE,4,"non-endemic"
"464","Goniothalamus",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.489130434782609,276,TRUE,4,"non-endemic"
