"","genus","prop_endemic","species_number","nz","nc","ng","wcvp","indo2","prop_aus","n","ala","rowsums","current_knowledge","reason","Least Concern","Critically Endangered","Data Deficient","Endangered","Near Threatened","Vulnerable","Lower Risk/near threatened","Extinct","plant_growth_form","dispersal_appendage","seed_dry_mass","dispersal_syndrome"
"107","Asterolasia","1",17,"FALSE","FALSE","FALSE","FALSE","FALSE","0.998415213946117","3786","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""subshrub"", ""subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""subshrub"", ""subshrub"", ""subshrub"", ""subshrub"", ""shrub"", ""shrub"", ""subshrub"", ""subshrub"", ""shrub"", ""subshrub"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""herb"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""herb"", ""herb"", ""herb"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""herb"", ""herb subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""1.166"", ""1.1612"", ""1.808"", ""1.724"", ""0.9524"", ""5.262"", ""4.222561"", ""3.8353612"", ""3.9788"", ""3.164"", ""2.2284"", ""3.6684"", ""4.1764"", ""2.7292"")","c(""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""ballistic"")"
"108","Asterotrichion","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","354","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"")","NULL","4.66","NULL"
"109","Astonia","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","41","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"")","NULL","NULL","NULL"
"110","Astrebla","1",4,"FALSE","FALSE","FALSE","FALSE","FALSE","1","5757","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""herb"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""graminoid"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", 
""tussock"", ""tussock"")","c(""none"", ""none"", ""none"", ""none"")","c(""1.4666"", ""1.312"", ""5.4392"", ""1.068"", ""1.0748"", ""1.174"", ""5.7"", ""2.204"", ""1.258"", ""3.3"")","c(""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""epizoochory"", ""epizoochory"", ""epizoochory"", ""epizoochory"", ""epizoochory"")"
"111","Astroloma","1",21,"FALSE","FALSE","FALSE","FALSE","FALSE","1","25408","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""subshrub"")","c(""none"", ""none"")","c(""25.3852"", ""92.9457"", ""48.9347"", ""85.8"", ""61.56"", ""51.22"", ""14.1451"", ""51.05"", ""39.7212"", ""61.5572"", ""13.9323077"", ""74.9"", ""120"")","c(""endozoochory"", ""endozoochory"", ""endozoochory"", ""endozoochory"", ""zoochory"", ""endozoochory"", ""endozoochory"", ""endozoochory"", ""endozoochory"", ""endozoochory"")"
"112","Astrotricha","1",19,"FALSE","FALSE","FALSE","FALSE","FALSE","1","7475","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""1.88"", ""1.4444"", ""11.3228"", ""2.87"", ""3.9976"", ""6.0672"", ""3.3441"", ""3.3"", ""14.168"")","c(""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"")"
"113","Astus","1",4,"FALSE","FALSE","FALSE","FALSE","FALSE","1","137","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","NULL","NULL"
"114","Atherosperma","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","0.998642533936652","6630","FALSE","0","endemic",NA,1,0,0,0,0,0,0,0,"c(""shrub tree"", ""tree"", ""shrub tree"", ""shrub tree"", ""tree"", ""shrub tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""shrub tree"", ""shrub tree"", ""tree"", ""tree"", ""tree"", ""shrub tree"", ""tree"", ""shrub tree"", ""tree"", ""tree"")","plumose","c(""1.388"", ""1.7772"")","c(""anemochory"", ""anemochory"", ""anemochory"")"
"115","Athertonia","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","0.994047619047619","168","FALSE","0","endemic",NA,1,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","1650","zoochory"
"116","Athrotaxis","1",2,"FALSE","FALSE","FALSE","FALSE","FALSE","0.996372430471584","1654","FALSE","0","endemic",NA,0,0,0,1,0,2,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","c(""0.91"", ""1.334"", ""1.5432"", ""1.8912"", ""1.9332"", ""2.5904"", ""0.95"", ""1.0888"", ""1.1132"", ""1.2804"", ""1.89"", ""1.3004"", ""3.6172"")","anemochory"
"117","Atkinsonia","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","220","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","223.8152","NULL"
"118","Auranticarpa","1",6,"FALSE","FALSE","FALSE","FALSE","FALSE","0.998850574712644","870","FALSE","0","endemic",NA,1,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""shrub tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""shrub tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","c(""12.1758"", ""13.6488"", ""18.0852"")","c(""endozoochory"", ""endozoochory"")"
"119","Australopyrum","1",3,"TRUE","FALSE","FALSE","TRUE","TRUE","0.936823104693141","1108","TRUE","4","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""herb"", ""herb"", ""graminoid"", ""graminoid herb"", ""graminoid herb"", ""herb"", ""herb"", ""herb"", ""graminoid"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"")","c(""bristles"", ""hooks"", ""hooks"")","c(""2.997"", ""2.629"", ""5.159"", ""5.268"", ""3.37"", ""4.159"", ""4.382"", ""2.905"", ""2.91"", ""2.6128"", ""4.562"")","c(""epizoochory"", ""epizoochory"", ""epizoochory"", ""epizoochory"", ""epizoochory"", ""epizoochory"", ""epizoochory"")"
"120","Austrobaileya","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","138","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""climber_herbaceous"", ""climber_herbaceous"", ""climber_herbaceous"", ""climber_herbaceous"", ""climber_herbaceous"", ""climber_woody"", ""climber_woody"", ""climber_woody"")","NULL","c(""69.5908"", ""660"")","NULL"
"121","Austrobryonia","1",4,"FALSE","FALSE","FALSE","FALSE","FALSE","0.994623655913978","558","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""climber_herbaceous"", ""herb tussock"", ""herb"", ""climber_herbaceous herb"", ""herb"", ""climber_herbaceous herb"", ""herb"", ""climber_herbaceous"")","NULL","NULL","c(""endozoochory"", ""endozoochory"", ""barochory endozoochory"")"
"122","Austrobuxus","1",2,"FALSE","TRUE","FALSE","TRUE","TRUE","0.877573131094258","923","TRUE","4","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","NULL","NULL"
"123","Austrochloris","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","42","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""graminoid herb"", ""herb"", ""graminoid"")","NULL","NULL","NULL"
"124","Austrodolichos","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","0.995833333333333","240","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""climber_herbaceous"", ""climber_herbaceous"", ""climber_herbaceous"", ""climber_herbaceous"", ""climber_herbaceous"", ""herb"", ""herb"", ""herb"", ""climber herb"", ""climber herb"", ""herb"", ""climber_herbaceous herb"", ""climber_herbaceous herb"", ""climber_herbaceous herb"", ""climber_herbaceous herb"")","NULL","22.5","barochory"
"125","Austromatthaea","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","174","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub tree"", ""shrub tree"", ""tree"", ""shrub"", ""tree"", ""shrub"", ""shrub tree"")","NULL","NULL","NULL"
"126","Austromuellera","1",2,"FALSE","FALSE","FALSE","FALSE","FALSE","1","248","FALSE","0","endemic",NA,1,0,0,1,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","wing_or_plume","NULL","NULL"
"127","Austromyrtus","1",3,"FALSE","FALSE","FALSE","TRUE","FALSE","0.993421052631579","1520","FALSE","1","non-endemic","NC occurence",0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""2.00324"", ""2.034"", ""2.6359"", ""2.7987"", ""2.6232"")","c(""endozoochory"", ""anemochory"", ""zoochory"", ""endozoochory"")"
"128","Azanza","1",1,"FALSE","FALSE","TRUE","TRUE","TRUE","0.904494382022472","178","TRUE","4","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"")","NULL","32.532","NULL"
"129","Babingtonia","1",10,"FALSE","FALSE","FALSE","FALSE","FALSE","0.990384615384615","832","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""0.0367"", ""0.082"", ""0.27"")","c(""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"")"
"130","Backhousia","1",13,"FALSE","FALSE","FALSE","FALSE","FALSE","0.99813966800229","6988","FALSE","0","endemic",NA,0,0,1,0,0,0,0,0,"c(""tree"", ""shrub tree"", ""shrub tree"", ""shrub tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""shrub tree"", ""shrub tree"", ""shrub tree"", ""tree"", ""tree"", ""shrub tree"", ""shrub tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""shrub tree"", ""tree"", ""shrub tree"", ""shrub tree"", 
""shrub tree"", ""tree"", ""tree"", ""shrub tree"", ""shrub tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","c(""1.05536"", ""11.0396"", ""10"", ""8.8212"", ""13.0056"", ""13"")","c(""anemochory"", ""anemochory"", ""anemochory"")"
"131","Baileyoxylon","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","121","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","1700","NULL"
"132","Balanops","1",1,"FALSE","TRUE","FALSE","TRUE","TRUE","0.979338842975207","242","TRUE","4","non-endemic",NA,1,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","NULL","NULL"
"133","Balaustion","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","634","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","0.2","NULL"
"134","Balladonia","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","27","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"")","NULL","NULL","NULL"
"135","Ballantinia","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","375","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","0.084","c(""barochory zoochory"", ""barochory zoochory"")"
"136","Baloskion","1",8,"FALSE","FALSE","FALSE","FALSE","FALSE","0.998946012413632","8539","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""graminoid herb"", ""graminoid herb"", ""graminoid herb tussock"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid"", ""graminoid"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""graminoid herb"", 
""graminoid herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid_not_tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""graminoid_not_tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"")","NULL","c(""0.1236"", ""0.0896"", ""0.016"", ""0.1032"", ""0.0504"", ""0.1696"", ""0.244"")","c(""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""anemochory"")"
"137","Bambusa","1",1,"TRUE","FALSE","TRUE","TRUE","TRUE","0.516819571865443","654","TRUE","5","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""graminoid herb"", ""graminoid"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""graminoid"", ""shrub"", ""shrub"", ""shrub"", ""basal_large"", ""basal_large"", ""basal_large"")","c(""none"", ""none"", ""none"", ""none"")","NULL","c(""hydrochory"", ""hydrochory"", ""hydrochory"", ""hydrochory"")"
"138","Barbarea","1",2,"TRUE","FALSE","TRUE","TRUE","FALSE","0.643421052631579","760","TRUE","4","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","c(""0.1504"", ""1.2313"", ""0.6184"", ""1.01"", ""1.0728"")","c(""barochory zoochory"", ""barochory zoochory"")"
"139","Barklya","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","159","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","NULL","NULL"
"140","Barongia","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","66","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"")","NULL","NULL","NULL"
"141","Basedowia","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","22","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"")","NULL","NULL","NULL"
"142","Bauera","1",4,"FALSE","FALSE","FALSE","FALSE","FALSE","0.999381379523662","9699","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","elaiosome","c(""0.654"", ""1.6146341"", ""0.4137"", ""0.4"", ""0.4852"", ""0.4276"", ""0.3702"", ""0.3696"", ""0.4064"", ""0.346"", ""0.3752"", ""0.4386"", ""0.278"", ""0.4162"", ""0.241"", ""0.3818"", ""0.4144"", ""0.3634"", ""0.3566"", ""0.3778"", ""0.3924"", ""0.4228"", ""0.427"", ""0.357"", ""0.4154"", ""0.3914"", ""0.439"", ""0.3778"", ""0.434"", ""0.218"", ""0.3842"", ""0.4418"", ""0.3536"", ""0.434"", ""0.3462"", ""0.4112"", ""0.3894"", ""0.362"", ""0.4034"", ""0.3822"", ""0.3744"", ""0.3914"", ""0.3828"", ""0.397"", ""0.4376"", ""0.3978"", ""0.369"", ""0.3506"", ""0.3972"", ""0.358"", ""0.4226"", ""0.39"", 
""0.3838"", ""0.3888"", ""0.3792"", ""0.4064"", ""0.3674"", ""0.384"", ""0.3988"", ""0.3679"", ""0.4512"", ""0.3782"", ""0.2176"", ""0.4377"", ""0.4423"", ""0.2126"", ""0.311"", ""0.3902"", ""0.373"", ""0.4151"", ""0.3588"", ""0.2126"", ""0.4117"", ""0.2072"", ""0.413"", ""0.1943"", ""0.2067"", ""0.4094"", ""0.3502"", ""0.2304"", ""0.228"", ""0.3596"", ""0.0003762"", ""0.36"", ""0.4242"", ""0.374"", ""0.2104"", ""0.3784"", ""0.1978"", ""0.2065"", ""0.4436"", ""0.2304"", ""0.379"", ""0.4152"", ""0.4094"", ""0.3342"", ""0.2014"", ""0.3804"", ""0.363"", ""0.4378"", ""0.2158"", ""0.3688"", ""0.3536"", 
""0.1876"", ""0.3728"", ""0.3238"", ""0.3334"", ""0.368"", ""0.3966"", ""0.4198"", ""0.2176"", ""0.329"", ""0.4626"", ""0.4128"", ""0.234"", ""0.3916"", ""0.334"", ""0.3694"", ""0.388"", ""0.2896"", ""0.417"", ""0.3736"", ""0.2258"", ""0.3782"", ""0.0898"", ""0.3908"", ""0.1904"", ""0.3538"", ""0.3884"")","c(""myrmecochory"", ""myrmecochory"", ""myrmecochory"", ""myrmecochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""myrmecochory"")"
"143","Baumea","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","0.95224344735673","22510","TRUE","1","non-endemic","taxonomic error - synonym Machaerina used",0,0,0,0,0,0,0,0,"c(""tussock"", ""herb"", ""herb"", ""herb"", ""herb"", ""graminoid"", ""graminoid herb"", ""graminoid herb"", ""herb"", ""tussock"", ""graminoid_not_tussock"", ""tussock"", ""tussock"")","c(""none"", ""none"", ""none"")","1.7132","c(""hydrochory"", ""hydrochory"", ""barochory"", ""barochory"")"
"144","Baxteria","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","62","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","NULL","NULL"
"145","Beaufortia","1",22,"FALSE","FALSE","FALSE","FALSE","FALSE","0.997989661114302","3482","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""0.8556"", ""0.8"", ""0.0822"", ""0.102"", ""0.332"", ""0.3784"", ""0.713"", ""0.371"", ""0.2504"", ""0.323"", ""0.6768"", ""0.7348"", ""0.4932"", ""0.5768"", ""0.1584"", ""0.2196"", ""0.496"", ""0.08892"", ""0.1856"", ""0.2817"", ""3.3088"", ""0.5596"", ""1.09"")","c(""zoochory"", ""zoochory"")"
