genus,prop_endemic,species_number,nz,nc,ng,wcvp,indo2,prop_aus,n,ala,rowsums,current_knowledge,reason,Least Concern,Critically Endangered,Endangered,Near Threatened,Vulnerable,Data Deficient,Lower Risk/near threatened,Lower Risk/conservation dependent,Extinct
Idiospermum,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,284,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Ileostylus,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Ilex,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Illigera,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.5,14,TRUE,3,non-endemic,NA,0,0,0,0,0,0,0,0,0
Imperata,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Indagator,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,28,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Indigastrum,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Indigofera,0.8833333333333333,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,4,0,1,1,1,0,0,0,0
Inocarpus,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Intsia,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,1,0,0,0,0,0
Iotasperma,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,130,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Iphigenia,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Ipomoea,0.6585365853658537,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,2,0,0,0,0,0,0,0,0
Irenepharsus,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,310,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Irvingbaileya,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Isachne,0.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,1,0,0,0,0,0,0,0,0
Ischaemum,0.18181818181818185,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,2,0,0,0,0,0,0,0,0
Iseilema,1,12,FALSE,FALSE,FALSE,TRUE,TRUE,0.996685815289439,4526,FALSE,2,non-endemic,NA,1,0,0,0,0,0,0,0,0
Isoetes,0.9333333333333332,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,1,0,0,0,0,0,0,0,0
Isoetopsis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.999717034521788,3534,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Isoglossa,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,0.990384615384615,104,FALSE,2,non-endemic,NA,0,0,0,0,0,0,0,0,0
Isolepis,0.7083333333333334,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,3,0,0,0,0,0,0,0,0
Isophysis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,310,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Isopogon,1,38,FALSE,FALSE,FALSE,FALSE,FALSE,0.999676480103526,18546,FALSE,0,endemic,NA,8,3,7,6,11,1,0,0,0
Isotoma,0.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Isotropis,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,1,2261,FALSE,0,endemic,NA,1,0,0,0,0,0,0,0,0
Ixiochlamys,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,936,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Ixiolaena,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,140,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Ixodia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,3152,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Ixora,0.8333333333333334,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,1,0,0,0,0,0,0,0,0
Jacksonia,1,74,FALSE,FALSE,FALSE,FALSE,FALSE,1,15651,FALSE,0,endemic,NA,3,0,2,0,1,0,0,0,0
Jacquemontia,0.6666666666666666,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Jagera,0.3333333333333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,2,0,0,0,0,0,0,0,0
Jasminum,0.6363636363636364,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Jedda,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,24,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Johnsonia,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,943,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Josephinia,0.6666666666666666,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Juncus,0.6458333333333334,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,6,0,0,0,0,0,0,0,0
Kalanchoe,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,0.656862745098039,102,TRUE,4,non-endemic,NA,0,0,0,0,0,0,0,0,0
Kardomia,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,502,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Karrabina,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,861,FALSE,0,endemic,NA,2,0,0,0,0,0,0,0,0
Kelita,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Kelleria,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Kennedia,1,13,FALSE,FALSE,FALSE,TRUE,FALSE,0.998563484708063,21580,FALSE,1,endemic,introduced to NZ and India,0,1,0,0,0,0,0,0,0
Kingia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,533,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Kippistia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,344,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Kleinhovia,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Knoxia,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Koeleria,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,0.148883374689826,403,TRUE,5,non-endemic,NA,0,0,0,0,0,0,0,0,0
Kohautia,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.955555555555556,45,TRUE,4,non-endemic,NA,0,0,0,0,0,0,0,0,0
Kopsia,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Korthalsella,0.6666666666666666,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Kuntheria,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,117,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Kunzea,0.981132075471698,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Labichea,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,1,1524,FALSE,0,endemic,NA,1,0,0,1,0,0,0,0,0
Laccospadix,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.988235294117647,255,TRUE,1,endemic,ALA data error,1,0,0,0,0,0,0,0,0
Lachnagrostis,0.9047619047619048,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lachnostachys,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,0.998678996036988,757,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lagarostrobos,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.987654320987654,648,TRUE,1,endemic,ALA data error,1,0,0,0,0,0,0,0,0
Lagenophora,0.7142857142857143,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lagerstroemia,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,1,0,0,0,0,0,0,0,0
Lagunaria,1,2,TRUE,FALSE,TRUE,TRUE,FALSE,0.938461538461538,910,TRUE,4,non-endemic,NA,1,0,0,0,0,0,0,0,0
Lamarchea,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,159,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lambertia,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,0.999791991679667,9615,FALSE,0,endemic,NA,1,1,2,0,2,0,0,0,0
Lamprolobium,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,1,322,FALSE,1,endemic,introduced to India,0,0,1,0,0,0,0,0,0
Landoltia,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.984067085953878,2385,TRUE,2,non-endemic,NA,1,0,0,0,0,0,0,0,0
Laportea,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Larsenaikia,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,1617,FALSE,0,endemic,NA,1,0,0,0,0,0,0,0,0
Lasianthus,0.3333333333333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lasiopetalum,1,49,FALSE,FALSE,FALSE,FALSE,FALSE,0.99980556095664,15429,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lasjia,1,3,FALSE,FALSE,FALSE,TRUE,TRUE,0.970779220779221,308,TRUE,3,non-endemic,NA,0,0,2,0,0,0,0,0,0
Lastreopsis,0.7368421052631579,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Latrobea,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,1,438,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Launaea,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lawrencella,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1522,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lawrencia,1,12,FALSE,FALSE,FALSE,TRUE,FALSE,1,4341,FALSE,1,endemic,introduced to Czechia,0,0,0,0,0,0,0,0,0
Laxmannia,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,1,10587,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lecanopteris,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lechenaultia,0.9666666666666668,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Leea,0.3333333333333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Leersia,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,1,0,0,0,0,0,0,0,0
Legnephora,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.993730407523511,1276,FALSE,2,non-endemic,NA,0,0,0,0,0,0,0,0,0
Leichhardtia,0.9583333333333334,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Leiocarpa,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,1,8371,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Leionema,1,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.967741935483871,6138,TRUE,3,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lemna,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,3,0,0,0,0,0,0,0,0
Lemooria,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,549,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lenbrassia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,212,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lenwebbia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,255,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lepidagathis,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lepiderema,1,6,FALSE,FALSE,FALSE,TRUE,TRUE,0.999087591240876,1096,FALSE,2,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lepidium,0.97435897435897445,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lepidobolus,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,2842,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lepidopetalum,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,1,0,0,0,0,0,0,0,0
Lepidorrhachis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,68,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lepidosperma,0.9866666666666668,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lepidozamia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.996083550913838,766,FALSE,0,endemic,NA,2,0,0,0,0,0,0,0,0
Lepironia,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lepisanthes,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lepistemon,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.863636363636364,66,TRUE,3,non-endemic,NA,0,0,0,0,0,0,0,0,0
Leporella,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1930,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Leptaspis,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Leptecophylla,0.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Leptinella,0.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Leptocarpus,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,0.999715477996965,10544,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Leptoceras,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,2395,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Leptochilus,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Leptochloa,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,0.858416945373467,897,TRUE,5,non-endemic,NA,1,0,0,0,0,0,0,0,0
Leptomeria,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,1,6795,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Leptopteris,1,2,TRUE,TRUE,FALSE,TRUE,TRUE,0.186578171091445,1356,TRUE,5,non-endemic,NA,0,0,0,0,0,0,0,0,0
Leptorhynchos,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,1,15619,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Leptosema,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,1,1855,FALSE,0,endemic,NA,1,0,0,0,0,0,0,0,0
Leptospermum,0.976470588235294,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,13,0,0,0,0,1,0,0,0
Leptostigma,1,2,TRUE,FALSE,FALSE,TRUE,FALSE,0.87152516904583,1331,TRUE,3,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lepturus,0.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lepyrodia,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,1,10926,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lespedeza,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lethedon,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,0.852713178294574,129,TRUE,3,non-endemic,NA,0,0,0,0,0,0,0,0,0
Leucas,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Leucochrysum,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,6848,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Leucophyta,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.99906015037594,2128,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Leucopogon,0.9723756906077348,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,2,0,0,0,0,0,0,0,0
Levenhookia,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,1,4295,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Levieria,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Libertia,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Licuala,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,1,0,0,0,0,0,0,0,0
Ligustrum,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lilaeopsis,1,2,TRUE,FALSE,FALSE,TRUE,TRUE,0.854592947322595,2297,TRUE,4,non-endemic,NA,0,0,0,0,0,0,0,0,0
Limnophila,0.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,1,0,0,0,0,0,0,0,0
Limonium,1,2,FALSE,TRUE,TRUE,TRUE,TRUE,0.876737160120846,3310,TRUE,5,non-endemic,NA,0,0,0,0,0,0,0,0,0
Limosella,0.6666666666666666,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lindera,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lindernia,1,42,FALSE,TRUE,TRUE,TRUE,TRUE,0.978227654698243,2618,TRUE,5,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lindsaea,0.26666666666666666,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lindsayomyrtus,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,1,0,0,0,0,0,0,0,0
Linospadix,1,5,FALSE,FALSE,FALSE,TRUE,TRUE,0.987888198757764,3220,TRUE,3,non-endemic,NA,2,0,0,1,0,0,1,0,0
Linum,1,2,TRUE,FALSE,TRUE,TRUE,FALSE,0.928754735427105,8183,TRUE,4,non-endemic,NA,0,0,0,0,0,0,0,0,0
Liparis,0.9090909090909092,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,1,0,0,0,0,0,0,0,0
Liparophyllum,0.875,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lissanthe,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,13298,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lithomyrtus,0.9090909090909092,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,2,0,0,0
Litsea,0.7272727272727273,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,1,0,0,0,0,0,0,0,0
Livistona,0.8823529411764706,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,6,0,1,0,1,0,0,1,0
Lobelia,0.9411764705882352,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Logania,1,22,TRUE,FALSE,FALSE,TRUE,FALSE,0.999512115791186,6149,FALSE,2,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lomandra,0.9636363636363636,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lomariopsis,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lomatia,1,9,FALSE,FALSE,FALSE,TRUE,FALSE,0.999017405951712,28496,FALSE,1,non-endemic,species found in Americas and Australia,8,0,0,0,0,0,0,0,0
Lophatherum,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lophopetalum,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.868421052631579,190,TRUE,3,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lophostemon,0.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,2,0,0,0,0,2,0,0,0
Lordhowea,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,268,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lotus,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Loxocarya,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,603,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Ludwigia,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,3,0,0,0,0,0,0,0,0
Luffa,0.6666666666666666,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Luisia,1,2,FALSE,TRUE,FALSE,TRUE,TRUE,0.838709677419355,62,TRUE,4,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lumnitzera,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lunasia,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Luvunga,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Luzula,0.8461538461538461,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lycianthes,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lycium,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,0.998174433697609,119415,FALSE,4,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lycopodiella,0.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lycopodium,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lycopus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.992887624466572,1406,FALSE,1,non-endemic,"species found in Europe, Africa, Asia, Australia",0,0,0,0,0,0,0,0,0
Lyginia,1,3,FALSE,FALSE,FALSE,TRUE,FALSE,1,1496,FALSE,1,endemic,WVCP data error,0,0,0,0,0,0,0,0,0
Lygodium,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lyperanthus,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.998845931909983,1733,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lysiana,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,1,8388,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lysicarpus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,631,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lysimachia,0.25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Lysinema,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,0.999553571428571,2240,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lysiosepalum,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,283,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Lythrum,0.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,3,0,0,0,0,0,0,0,0
Macadamia,0.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,2,0,1,0,0,0,0
Macaranga,0.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,3,0,0,0,0,0,0,0,0
Macarthuria,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,966,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Macgregoria,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,247,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Machaerina,0.6428571428571429,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Mackinlaya,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Maclura,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Macropidia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,149,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Macropteranthes,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,925,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Macrothelypteris,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Macrozamia,1,41,FALSE,FALSE,FALSE,FALSE,FALSE,0.999462510077936,11163,FALSE,0,endemic,NA,18,1,9,6,7,0,0,0,0
Maesa,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Maireana,0.9827586206896552,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Malaccotristicha,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.977777777777778,45,TRUE,1,endemic,ALA data error,0,0,0,0,0,0,0,0,0
Malacocera,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.999262536873156,1356,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Malaisia,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,0,0,0,0,0,0,0,0,0
Malleostemon,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,1,905,FALSE,0,endemic,NA,0,0,0,0,0,0,0,0,0
Mallotus,0.35714285714285715,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-endemic,NA,3,0,0,0,1,0,0,0,0
